,UniProt1,UniProt2,symbol1,symbol2,evidence type
2099,P21580,Q9Y5E4,TNFAIP3,PCDHB5,exp
2100,P21580,Q16890,TNFAIP3,TPD52L1,pred
2101,P21580,P26045,TNFAIP3,PTPN3,pred
2102,P21580,Q9Y2W7,TNFAIP3,KCNIP3,exp
2103,P21580,Q04917,TNFAIP3,YWHAH,exp;pred
2104,P21580,Q13114,TNFAIP3,TRAF3,pred
2105,P21580,Q9Y3M8,TNFAIP3,STARD13,pred
2106,P21580,Q7Z434,TNFAIP3,MAVS,pred
2107,P21580,Q6P597,TNFAIP3,KLC3,pred
2108,P21580,P62995,TNFAIP3,TRA2B,pred
2109,P21580,P23396,TNFAIP3,RPS3,pred
2110,P21580,P52272,TNFAIP3,HNRNPM,pred
2111,P21580,Q14790,TNFAIP3,CASP8,exp;pred
2112,P21580,Q9H857,TNFAIP3,NT5DC2,pred
2113,P21580,P51668,TNFAIP3,UBE2D1,exp;pred
2114,P21580,Q07011,TNFAIP3,TNFRSF9,pred
2115,P21580,P22681,TNFAIP3,CBL,pred
2116,P21580,P25054,TNFAIP3,APC,exp
2117,P21580,Q6GQQ9,TNFAIP3,OTUD7B,pred
2118,P21580,P28482,TNFAIP3,MAPK1,pred
2119,P21580,P28331,TNFAIP3,NDUFS1,exp
2120,P21580,Q93009,TNFAIP3,USP7,pred
2121,P21580,P56524,TNFAIP3,HDAC4,pred
2122,P21580,Q96KP6,TNFAIP3,TNIP3,exp;ortho
2123,P21580,Q9UNM6,TNFAIP3,PSMD13,pred
2124,P21580,P62979,TNFAIP3,RPS27A,pred
2125,P21580,Q04206,TNFAIP3,RELA,exp;pred
2126,P21580,P28908,TNFAIP3,TNFRSF8,pred
2127,P21580,Q92616,TNFAIP3,GCN1,pred
2128,P21580,P46695,TNFAIP3,IER3,pred
2129,P21580,P22415,TNFAIP3,USF1,exp
2130,P21580,Q8N1G4,TNFAIP3,LRRC47,exp
2131,P21580,Q8NFZ5,TNFAIP3,TNIP2,exp;ortho;pred
2132,P21580,Q9NQC7,TNFAIP3,CYLD,pred
2133,P21580,P30305,TNFAIP3,CDC25B,pred
2134,P21580,Q12802,TNFAIP3,AKAP13,pred
2135,P21580,Q9H0H5,TNFAIP3,RACGAP1,pred
2136,P21580,P61088,TNFAIP3,UBE2N,exp;pred
2137,P21580,P49407,TNFAIP3,ARRB1,pred
2138,P21580,Q99558,TNFAIP3,MAP3K14,pred
2139,P21580,Q92734,TNFAIP3,TFG,pred
2140,P21580,Q96LW7,TNFAIP3,CARD19,pred
2141,P21580,Q9BWW4,TNFAIP3,SSBP3,ortho
2142,P21580,P30304,TNFAIP3,CDC25A,pred
2143,P21580,Q5H9R7,TNFAIP3,PPP6R3,exp
2144,P21580,Q13077,TNFAIP3,TRAF1,exp;pred
2145,P21580,Q96FA3,TNFAIP3,PELI1,pred
2146,P21580,Q96EP0,TNFAIP3,RNF31,exp
2147,P21580,Q9C040,TNFAIP3,TRIM2,exp
2148,P21580,Q15306,TNFAIP3,IRF4,pred
2149,P21580,Q9BUZ4,TNFAIP3,TRAF4,pred
2150,P21580,Q00536,TNFAIP3,CDK16,pred
2151,P21580,Q99836,TNFAIP3,MYD88,pred
2152,P21580,P35579,TNFAIP3,MYH9,pred
2153,P21580,Q9UJ41,TNFAIP3,RABGEF1,pred
2154,P21580,Q13568,TNFAIP3,IRF5,pred
2155,P21580,Q01201,TNFAIP3,RELB,pred
2156,P21580,Q07108,TNFAIP3,CD69,pred
2157,P21580,Q13158,TNFAIP3,FADD,exp;pred
2158,P21580,P61077,TNFAIP3,UBE2D3,ortho;pred
2159,P21580,Q92974,TNFAIP3,ARHGEF2,pred
2160,P21580,P34931,TNFAIP3,HSPA1L,pred
2161,P21580,Q13546,TNFAIP3,RIPK1,exp;ortho;pred
2162,P21580,Q9Y2A7,TNFAIP3,NCKAP1,pred
2163,P21580,P46527,TNFAIP3,CDKN1B,pred
2164,P21580,Q9Y2J2,TNFAIP3,EPB41L3,pred
2165,P21580,Q9HAU4,TNFAIP3,SMURF2,pred
2166,P21580,P63261,TNFAIP3,ACTG1,pred
2167,P21580,Q08380,TNFAIP3,LGALS3BP,pred
2168,P21580,Q16548,TNFAIP3,BCL2A1,pred
2169,P21580,Q71U36,TNFAIP3,TUBA1A,pred
2170,P21580,Q9H4L5,TNFAIP3,OSBPL3,pred
2171,P21580,Q13489,TNFAIP3,BIRC3,exp;pred
2172,P21580,P61073,TNFAIP3,CXCR4,pred
2173,P21580,P30307,TNFAIP3,CDC25C,pred
2174,P21580,Q5JXB2,TNFAIP3,UBE2NL,pred
2175,P21580,Q92574,TNFAIP3,TSC1,pred
2176,P21580,Q8IVM0,TNFAIP3,CCDC50,exp;pred
2177,P21580,Q13748,TNFAIP3,TUBA3C;TUBA3D,pred
2178,P21580,Q13627,TNFAIP3,DYRK1A,pred
2179,P21580,Q13501,TNFAIP3,SQSTM1,ortho;pred
2180,P21580,P26842,TNFAIP3,CD27,pred
2181,P21580,P50991,TNFAIP3,CCT4,pred
2182,P21580,Q9P2J5,TNFAIP3,LARS,pred
2183,P21580,P43234,TNFAIP3,CTSO,pred
2184,P21580,Q99704,TNFAIP3,DOK1,pred
2185,P21580,Q01638,TNFAIP3,IL1RL1,pred
2186,P21580,Q96J02,TNFAIP3,ITCH,pred
2187,P21580,Q15717,TNFAIP3,ELAVL1,exp
2188,P21580,Q16543,TNFAIP3,CDC37,pred
2189,P21580,Q15628,TNFAIP3,TRADD,pred
2190,P21580,Q14457,TNFAIP3,BECN1,exp
2191,P21580,Q9UK99,TNFAIP3,FBXO3,exp
2192,P21580,P52732,TNFAIP3,KIF11,exp
2193,P21580,Q14257,TNFAIP3,RCN2,pred
2194,P21580,Q92956,TNFAIP3,TNFRSF14,pred
2195,P21580,P40763,TNFAIP3,STAT3,pred
2196,P21580,P51617,TNFAIP3,IRAK1,exp;pred
2197,P21580,Q96GX9,TNFAIP3,APIP,pred
2198,P21580,Q9ULP9,TNFAIP3,TBC1D24,exp
2199,P21580,Q02246,TNFAIP3,CNTN2,pred
2200,P21580,Q8N5C8,TNFAIP3,TAB3,pred
2201,P21580,Q9C035,TNFAIP3,TRIM5,exp
2202,P21580,Q6WCQ1,TNFAIP3,MPRIP,pred
2203,P21580,P55209,TNFAIP3,NAP1L1,pred
2204,P21580,Q8TEW0,TNFAIP3,PARD3,pred
2205,P21580,P31947,TNFAIP3,SFN,pred
2206,P21580,Q13671,TNFAIP3,RIN1,pred
2207,P21580,P30291,TNFAIP3,WEE1,pred
2208,P21580,Q02763,TNFAIP3,TEK,pred
2209,P21580,Q12933,TNFAIP3,TRAF2,exp;ortho;pred
2210,P21580,Q9UQ35,TNFAIP3,SRRM2,pred
2211,P21580,Q96NE9,TNFAIP3,FRMD6,pred
2212,P21580,Q9BYM8,TNFAIP3,RBCK1,exp
2213,P21580,Q92934,TNFAIP3,BAD,pred
2214,P21580,Q9UL19,TNFAIP3,RARRES3,exp
2215,P21580,Q9NYJ8,TNFAIP3,TAB2,pred
2216,P21580,P62829,TNFAIP3,RPL23,pred
2217,P21580,Q99459,TNFAIP3,CDC5L,pred
2218,P21580,Q07343,TNFAIP3,PDE4B,pred
2219,P21580,Q9H6S1,TNFAIP3,AZI2,pred
2220,P21580,Q9P0K7,TNFAIP3,RAI14,pred
2221,P21580,P78527,TNFAIP3,PRKDC,pred
2222,P21580,Q9BWF2,TNFAIP3,TRAIP,pred
2223,P21580,P31946,TNFAIP3,YWHAB,exp;pred
2224,P21580,Q9Y2X8,TNFAIP3,UBE2D4,pred
2225,P21580,Q9Y572,TNFAIP3,RIPK3,pred
2226,P21580,Q9BZR9,TNFAIP3,TRIM8,exp
2227,P21580,Q9UDY8,TNFAIP3,MALT1,exp;pred
2228,P21580,P61626,TNFAIP3,LYZ,pred
2229,P21580,P81877,TNFAIP3,SSBP2,ortho
2230,P21580,P25445,TNFAIP3,FAS,pred
2231,P21580,Q9Y6Q6,TNFAIP3,TNFRSF11A,pred
2232,P21580,P49796,TNFAIP3,RGS3,pred
2233,P21580,Q92793,TNFAIP3,CREBBP,pred
2234,P21580,Q96CG3,TNFAIP3,TIFA,pred
2235,P21580,P36406,TNFAIP3,TRIM23,exp
2236,P21580,Q14653,TNFAIP3,IRF3,pred
2237,P21580,P30154,TNFAIP3,PPP2R1B,exp
2238,P21580,Q9UDY2,TNFAIP3,TJP2,pred
2239,P21580,P23378,TNFAIP3,GLDC,exp
2240,P21580,Q00653,TNFAIP3,NFKB2,exp;pred
2241,P21580,Q9UK53,TNFAIP3,ING1,pred
2242,P21580,Q9Y3P4,TNFAIP3,RHBDD3,ortho
2243,P21580,P46940,TNFAIP3,IQGAP1,pred
2244,P21580,Q9Y508,TNFAIP3,RNF114,exp
2245,P21580,Q9NVW2,TNFAIP3,RLIM,exp
2246,P21580,Q86W92,TNFAIP3,PPFIBP1,pred
2247,P21580,P41743,TNFAIP3,PRKCI,pred
2248,P21580,P38646,TNFAIP3,HSPA9,pred
2249,P21580,P25963,TNFAIP3,NFKBIA,pred
2250,P21580,P29466,TNFAIP3,CASP1,ortho;pred
2251,P21580,Q96BJ3,TNFAIP3,AIDA,exp
2252,P21580,Q9Y5U5,TNFAIP3,TNFRSF18,pred
2253,P21580,P62258,TNFAIP3,YWHAE,exp;pred
2254,P21580,Q15831,TNFAIP3,STK11,pred
2255,P21580,Q8TBX8,TNFAIP3,PIP4K2C,pred
2256,P21580,Q15653,TNFAIP3,NFKBIB,pred
2257,P21580,Q9UBS8,TNFAIP3,RNF14,exp
2258,P21580,Q13601,TNFAIP3,KRR1,exp
2259,P21580,Q9UBU9,TNFAIP3,NXF1,exp
2260,P21580,Q96L34,TNFAIP3,MARK4,pred
2261,P21580,P41279,TNFAIP3,MAP3K8,pred
2262,P21580,P23528,TNFAIP3,CFL1,pred
2263,P21580,Q04864,TNFAIP3,REL,pred
2264,P21580,Q9UGI0,TNFAIP3,ZRANB1,pred
2265,P21580,Q96A37,TNFAIP3,RNF166,exp
2266,P21580,Q99942,TNFAIP3,RNF5,exp
2267,P21580,Q86X27,TNFAIP3,RALGPS2,pred
2268,P21580,Q7Z401,TNFAIP3,DENND4A,pred
2269,P21580,Q12778,TNFAIP3,FOXO1,pred
2270,P21580,P62249,TNFAIP3,RPS16,pred
2271,P21580,Q8IUC6,TNFAIP3,TICAM1,exp;pred
2272,P21580,Q9HC77,TNFAIP3,CENPJ,pred
2273,P21580,P32121,TNFAIP3,ARRB2,pred
2274,P21580,Q02241,TNFAIP3,KIF23,pred
2275,P21580,Q9HC29,TNFAIP3,NOD2,exp
2276,P21580,Q9UKV3,TNFAIP3,ACIN1,pred
2277,P21580,P62913,TNFAIP3,RPL11,pred
2278,P21580,Q8N163,TNFAIP3,CCAR2,pred
2279,P21580,Q6ZTN6,TNFAIP3,ANKRD13D,exp
2280,P21580,P48729,TNFAIP3,CSNK1A1,pred
2281,P21580,P55040,TNFAIP3,GEM,pred
2282,P21580,P54253,TNFAIP3,ATXN1,pred
2283,P21580,Q14119,TNFAIP3,VEZF1,pred
2284,P21580,Q5PRF9,TNFAIP3,SAMD4B,pred
2285,P21580,Q96G74,TNFAIP3,OTUD5,exp
2286,P21580,Q9BXL7,TNFAIP3,CARD11,pred
2287,P21580,Q9BVA1,TNFAIP3,TUBB2B,pred
2288,P21580,Q9H4A3,TNFAIP3,WNK1,exp;pred
2289,P21580,Q86X29,TNFAIP3,LSR,pred
2290,P21580,Q9UBF8,TNFAIP3,PI4KB,pred
2291,P21580,P36941,TNFAIP3,LTBR,pred
2292,P21580,Q3ZCQ8,TNFAIP3,TIMM50,pred
2293,P21580,Q9Y6Q9,TNFAIP3,NCOA3,pred
2294,P21580,Q8IUQ4,TNFAIP3,SIAH1,pred
2295,P21580,Q7KZI7,TNFAIP3,MARK2,pred
2296,P21580,Q16625,TNFAIP3,OCLN,exp
2297,P21580,P31689,TNFAIP3,DNAJA1,pred
2298,P21580,Q9Y6K9,TNFAIP3,IKBKG,exp;ortho;pred
2299,P21580,P26651,TNFAIP3,ZFP36,pred
2300,P21580,Q05513,TNFAIP3,PRKCZ,pred
2301,P21580,Q05639,TNFAIP3,EEF1A2,pred
2302,P21580,Q8TEL6,TNFAIP3,TRPC4AP,pred
2303,P21580,Q9H0B6,TNFAIP3,KLC2,pred
2304,P21580,P63104,TNFAIP3,YWHAZ,exp;pred
2305,P21580,Q9UHD2,TNFAIP3,TBK1,exp;pred
2306,P21580,Q96PU5,TNFAIP3,NEDD4L,exp
2307,P21580,Q96BH1,TNFAIP3,RNF25,pred
2308,P21580,Q9BWT7,TNFAIP3,CARD10,pred
2309,P21580,Q00839,TNFAIP3,HNRNPU,pred
2310,P21580,P61981,TNFAIP3,YWHAG,exp;pred
2311,P21580,Q9Y4H2,TNFAIP3,IRS2,pred
2312,P21580,Q03169,TNFAIP3,TNFAIP2,pred
2313,P21580,P25705,TNFAIP3,ATP5A1,pred
2314,P21580,Q14566,TNFAIP3,MCM6,exp
2315,P21580,Q8WXI2,TNFAIP3,CNKSR2,exp
2316,P21580,Q9Y4X5,TNFAIP3,ARIH1,exp
2317,P21580,Q9Y3C5,TNFAIP3,RNF11,exp;ortho;pred
2318,P21580,P42224,TNFAIP3,STAT1,pred
2319,P21580,Q96B36,TNFAIP3,AKT1S1,pred
2320,P21580,P46934,TNFAIP3,NEDD4,pred
2321,P21580,Q13571,TNFAIP3,LAPTM5,exp
2322,P21580,Q00610,TNFAIP3,CLTC,pred
2323,P21580,Q07021,TNFAIP3,C1QBP,pred
2324,P21580,Q14161,TNFAIP3,GIT2,exp
2325,P21580,P62987,TNFAIP3,UBA52,exp
2326,P21580,Q13049,TNFAIP3,TRIM32,pred
2327,P21580,Q92851,TNFAIP3,CASP10,pred
2328,P21580,Q92985,TNFAIP3,IRF7,exp;pred
2329,P21580,P27708,TNFAIP3,CAD,pred
2330,P21580,P21580,TNFAIP3,TNFAIP3,exp;ortho
2331,P21580,Q8TE49,TNFAIP3,OTUD7A,pred
2332,P21580,Q86VP1,TNFAIP3,TAX1BP1,exp;ortho;pred
2333,P21580,Q15287,TNFAIP3,RNPS1,pred
2334,P21580,P43489,TNFAIP3,TNFRSF4,pred
2335,P21580,Q5T1R4,TNFAIP3,HIVEP3,pred
2336,P21580,P42704,TNFAIP3,LRPPRC,pred
2337,P21580,P27448,TNFAIP3,MARK3,pred
2338,P21580,P25942,TNFAIP3,CD40,pred
2339,P21580,Q9P0K1,TNFAIP3,ADAM22,pred
2340,P21580,P62837,TNFAIP3,UBE2D2,pred
2341,P21580,P50990,TNFAIP3,CCT8,pred
2342,P21580,Q15233,TNFAIP3,NONO,pred
2343,P21580,Q96M61,TNFAIP3,MAGEB18,pred
2344,P21580,P55196,TNFAIP3,AFDN,pred
2345,P21580,P46782,TNFAIP3,RPS5,pred
2346,P21580,Q96B67,TNFAIP3,ARRDC3,exp
2347,P21580,Q6PKG0,TNFAIP3,LARP1,pred
2348,P21580,P62263,TNFAIP3,RPS14,pred
2349,P21580,Q13490,TNFAIP3,BIRC2,exp;pred
2350,P21580,Q13094,TNFAIP3,LCP2,pred
2351,P21580,P56192,TNFAIP3,MARS,pred
2352,P21580,P42345,TNFAIP3,MTOR,exp
2353,P21580,Q96CV9,TNFAIP3,OPTN,pred
2354,P21580,Q00537,TNFAIP3,CDK17,pred
2355,P21580,Q92844,TNFAIP3,TANK,pred
2356,P21580,P32927,TNFAIP3,CSF2RB,pred
2357,P21580,Q53ET0,TNFAIP3,CRTC2,pred
2358,P21580,Q96SB4,TNFAIP3,SRPK1,pred
2359,P21580,Q14978,TNFAIP3,NOLC1,pred
2360,P21580,Q8N3F8,TNFAIP3,MICALL1,pred
2361,P21580,Q96F86,TNFAIP3,EDC3,pred
2362,P21580,P49815,TNFAIP3,TSC2,pred
2363,P21580,P46937,TNFAIP3,YAP1,pred
2364,P21580,P52907,TNFAIP3,CAPZA1,pred
2365,P21675,Q13546,TAF1,RIPK1,pred
2366,P21709,P29376,EPHA1,LTK,pred
2367,P21802,P29376,FGFR2,LTK,pred
2368,P21802,Q9Y2R2,FGFR2,PTPN22,pred
2369,P21854,P31994,CD72,FCGR2B,pred
2370,P21860,P29376,ERBB3,LTK,pred
2371,P21860,P31994,ERBB3,FCGR2B,pred
2372,P21860,Q14765,ERBB3,STAT4,pred
2373,P21860,Q9Y2R2,ERBB3,PTPN22,pred
2374,P21918,P24855,DRD5,DNASE1,pred
2375,P22102,Q9Y2R2,GART,PTPN22,pred
2376,P22301,Q13568,IL10,IRF5,exp
2377,P22455,P29376,FGFR4,LTK,pred
2378,P22455,Q13546,FGFR4,RIPK1,pred
2379,P22455,Q14765,FGFR4,STAT4,pred
2380,P22607,P29376,FGFR3,LTK,pred
2381,P22607,Q13546,FGFR3,RIPK1,pred
2382,P22607,Q14765,FGFR3,STAT4,pred
2383,P22612,Q13546,PRKACG,RIPK1,pred
2384,P22681,P29376,CBL,LTK,exp;pred
2385,P22681,P31994,CBL,FCGR2B,pred
2386,P22681,Q9Y2R2,CBL,PTPN22,exp;pred
2387,P23246,Q13546,SFPQ,RIPK1,pred
2388,P23284,Q13568,PPIB,IRF5,pred
2389,P23368,Q9Y2R2,ME2,PTPN22,pred
2390,P23396,Q13546,RPS3,RIPK1,pred
2391,P23458,P29376,JAK1,LTK,pred
2392,P23458,P31994,JAK1,FCGR2B,pred
2393,P23458,Q13546,JAK1,RIPK1,pred
2394,P23458,Q14765,JAK1,STAT4,pred
2395,P23458,Q9Y2R2,JAK1,PTPN22,pred
2396,P23467,Q9Y2R2,PTPRB,PTPN22,pred
2397,P23468,Q9Y2R2,PTPRD,PTPN22,pred
2398,P23469,Q9Y2R2,PTPRE,PTPN22,pred
2399,P23470,Q9Y2R2,PTPRG,PTPN22,pred
2400,P23471,Q9Y2R2,PTPRZ1,PTPN22,pred
2401,P23497,Q13546,SP100,RIPK1,pred
2402,P23510,P25942,TNFSF4,CD40,pred
2403,P23510,P23510,TNFSF4,TNFSF4,ortho
2404,P23510,Q9UDY8,TNFSF4,MALT1,pred
2405,P23510,Q13077,TNFSF4,TRAF1,pred
2406,P23510,P49767,TNFSF4,VEGFC,pred
2407,P23510,Q9NS68,TNFSF4,TNFRSF19,pred
2408,P23510,Q9Y5U5,TNFSF4,TNFRSF18,pred
2409,P23510,Q13114,TNFSF4,TRAF3,pred
2410,P23510,Q13201,TNFSF4,MMRN1,pred
2411,P23510,P25067,TNFSF4,COL8A2,pred
2412,P23510,Q12933,TNFSF4,TRAF2,exp;pred
2413,P23510,P26842,TNFSF4,CD27,pred
2414,P23510,P78552,TNFSF4,IL13RA1,pred
2415,P23510,Q96RJ3,TNFSF4,TNFRSF13C,pred
2416,P23510,Q9Y6Q6,TNFSF4,TNFRSF11A,pred
2417,P23510,Q9BY67,TNFSF4,CADM1,pred
2418,P23510,P50591,TNFSF4,TNFSF10,pred
2419,P23510,Q9Y275,TNFSF4,TNFSF13B,pred
2420,P23510,Q6UWB1,TNFSF4,IL27RA,pred
2421,P23510,P29965,TNFSF4,CD40LG,pred
2422,P23510,Q92692,TNFSF4,NECTIN2,pred
2423,P23510,P43489,TNFSF4,TNFRSF4,exp;ortho;pred
2424,P23510,Q15848,TNFSF4,ADIPOQ,pred
2425,P23510,P25445,TNFSF4,FAS,pred
2426,P23510,Q92956,TNFSF4,TNFRSF14,pred
2427,P23510,Q06643,TNFSF4,LTB,pred
2428,P23510,P48023,TNFSF4,FASLG,pred
2429,P23510,Q92838,TNFSF4,EDA,pred
2430,P23510,P28908,TNFSF4,TNFRSF8,pred
2431,P23528,P24855,CFL1,DNASE1,pred
2432,P23975,P24855,SLC6A2,DNASE1,pred
2433,P24071,P31994,FCAR,FCGR2B,pred
2434,P24385,Q13546,CCND1,RIPK1,pred
2435,P24723,Q13546,PRKCH,RIPK1,pred
2436,P24855,Q01523,DNASE1,DEFA5,pred
2437,P24855,Q9Y613,DNASE1,FHOD1,pred
2438,P24855,Q8TC59,DNASE1,PIWIL2,pred
2439,P24855,Q9H2B4,DNASE1,SLC26A1,pred
2440,P24855,Q9Y6H8,DNASE1,GJA3,pred
2441,P24855,Q86TH1,DNASE1,ADAMTSL2,pred
2442,P24855,Q14258,DNASE1,TRIM25,exp
2443,P24855,Q9Y6F9,DNASE1,WNT6,pred
2444,P24855,P62328,DNASE1,TMSB4X,pred
2445,P24855,Q14019,DNASE1,COTL1,pred
2446,P24855,Q05586,DNASE1,GRIN1,pred
2447,P24855,P55017,DNASE1,SLC12A3,pred
2448,P24855,Q9Y2P0,DNASE1,ZNF835,pred
2449,P24855,P47898,DNASE1,HTR5A,pred
2450,P24855,Q05996,DNASE1,ZP2,pred
2451,P24855,Q13609,DNASE1,DNASE1L3,pred
2452,P24855,Q02156,DNASE1,PRKCE,pred
2453,P24855,Q96M96,DNASE1,FGD4,pred
2454,P24855,P62736,DNASE1,ACTA2,exp
2455,P24855,Q99884,DNASE1,SLC6A7,pred
2456,P24855,P51582,DNASE1,P2RY4,pred
2457,P24855,Q15759,DNASE1,MAPK11,pred
2458,P24855,P68133,DNASE1,ACTA1,exp;pred
2459,P24855,Q9Y226,DNASE1,SLC22A13,pred
2460,P24855,Q9UHP3,DNASE1,USP25,pred
2461,P24855,Q92874,DNASE1,DNASE1L2,pred
2462,P24855,Q9UK39,DNASE1,NOCT,pred
2463,P24855,Q9UKR3,DNASE1,KLK13,pred
2464,P24855,P60709,DNASE1,ACTB,exp
2465,P24855,Q9HAS3,DNASE1,SLC28A3,pred
2466,P24855,Q9GZZ7,DNASE1,GFRA4,pred
2467,P24855,Q5T442,DNASE1,GJC2,pred
2468,P24855,Q13387,DNASE1,MAPK8IP2,pred
2469,P24855,Q9HBY0,DNASE1,NOX3,pred
2470,P24855,Q96CA5,DNASE1,BIRC7,pred
2471,P24855,Q16625,DNASE1,OCLN,pred
2472,P24855,Q92485,DNASE1,SMPDL3B,pred
2473,P24855,P26998,DNASE1,CRYBB3,pred
2474,P24855,Q13813,DNASE1,SPTAN1,pred
2475,P24855,Q01524,DNASE1,DEFA6,pred
2476,P24855,Q02779,DNASE1,MAP3K10,pred
2477,P24855,Q9HBB8,DNASE1,CDHR5,pred
2478,P24855,Q9C019,DNASE1,TRIM15,pred
2479,P24855,P63261,DNASE1,ACTG1,exp;pred
2480,P24855,Q9NQV8,DNASE1,PRDM8,pred
2481,P24855,P51911,DNASE1,CNN1,pred
2482,P24855,Q9NRD5,DNASE1,PICK1,pred
2483,P24855,Q16613,DNASE1,AANAT,pred
2484,P24855,P49184,DNASE1,DNASE1L1,pred
2485,P24855,Q9HCX4,DNASE1,TRPC7,pred
2486,P24855,Q9NQ94,DNASE1,A1CF,pred
2487,P24855,Q9BQ50,DNASE1,TREX2,pred
2488,P24855,Q9GZX7,DNASE1,AICDA,ortho
2489,P24941,Q13546,CDK2,RIPK1,pred
2490,P25098,P29376,GRK2,LTK,pred
2491,P25445,Q13546,FAS,RIPK1,exp;pred
2492,P25685,Q13546,DNAJB1,RIPK1,pred
2493,P25705,Q13546,ATP5A1,RIPK1,pred
2494,P25786,Q13546,PSMA1,RIPK1,pred
2495,P25942,Q13546,CD40,RIPK1,pred
2496,P25942,Q9Y2R2,CD40,PTPN22,pred
2497,P25963,Q13546,NFKBIA,RIPK1,pred
2498,P25963,Q13568,NFKBIA,IRF5,pred
2499,P26045,Q9Y2R2,PTPN3,PTPN22,pred
2500,P26447,Q13546,S100A4,RIPK1,pred
2501,P26447,Q14765,S100A4,STAT4,exp
2502,P26583,Q13546,HMGB2,RIPK1,pred
2503,P26640,Q13546,VARS,RIPK1,pred
2504,P26842,Q13546,CD27,RIPK1,pred
2505,P26842,Q14765,CD27,STAT4,pred
2506,P27037,P29376,ACVR2A,LTK,pred
2507,P27037,Q13546,ACVR2A,RIPK1,pred
2508,P27348,Q13546,YWHAQ,RIPK1,pred
2509,P27348,Q8NDB2,YWHAQ,BANK1,exp
2510,P27361,P31994,MAPK3,FCGR2B,exp
2511,P27361,Q13546,MAPK3,RIPK1,pred
2512,P27361,Q9Y2R2,MAPK3,PTPN22,pred
2513,P27694,Q9NSU2,RPA1,TREX1,exp
2514,P27695,Q9NSU2,APEX1,TREX1,pred
2515,P27708,Q13546,CAD,RIPK1,exp;pred
2516,P27797,Q9Y2R2,CALR,PTPN22,exp
2517,P27824,Q13546,CANX,RIPK1,pred
2518,P27986,P29376,PIK3R1,LTK,exp;pred
2519,P27986,P31994,PIK3R1,FCGR2B,pred
2520,P27986,Q9Y2R2,PIK3R1,PTPN22,pred
2521,P28068,P31994,HLA-DMB,FCGR2B,pred
2522,P28482,P31994,MAPK1,FCGR2B,exp
2523,P28482,Q13546,MAPK1,RIPK1,pred
2524,P28482,Q9Y2R2,MAPK1,PTPN22,pred
2525,P28562,Q13546,DUSP1,RIPK1,pred
2526,P28562,Q9Y2R2,DUSP1,PTPN22,pred
2527,P28749,Q13546,RBL1,RIPK1,pred
2528,P28827,Q9Y2R2,PTPRM,PTPN22,pred
2529,P28908,Q13546,TNFRSF8,RIPK1,pred
2530,P29074,Q9Y2R2,PTPN4,PTPN22,pred
2531,P29274,Q13546,ADORA2A,RIPK1,pred
2532,P29317,P29376,EPHA2,LTK,pred
2533,P29317,Q13546,EPHA2,RIPK1,pred
2534,P29320,P29376,EPHA3,LTK,pred
2535,P29320,Q13546,EPHA3,RIPK1,pred
2536,P29322,P29376,EPHA8,LTK,pred
2537,P29323,P29376,EPHB2,LTK,pred
2538,P29323,Q13546,EPHB2,RIPK1,pred
2539,P29350,P29376,PTPN6,LTK,pred
2540,P29350,P31994,PTPN6,FCGR2B,exp;pred
2541,P29350,Q13568,PTPN6,IRF5,pred
2542,P29350,Q14765,PTPN6,STAT4,pred
2543,P29350,Q15116,PTPN6,PDCD1,exp
2544,P29350,Q9Y2R2,PTPN6,PTPN22,pred
2545,P29353,P29376,SHC1,LTK,exp;pred
2546,P29353,P31994,SHC1,FCGR2B,exp;pred
2547,P29353,Q13546,SHC1,RIPK1,pred
2548,P29353,Q9Y2R2,SHC1,PTPN22,pred
2549,P29376,Q13588,LTK,GRAP,pred
2550,P29376,P42684,LTK,ABL2,pred
2551,P29376,Q8IWU2,LTK,LMTK2,pred
2552,P29376,Q16584,LTK,MAP3K11,pred
2553,P29376,Q08345,LTK,DDR1,pred
2554,P29376,Q5VST9,LTK,OBSCN,pred
2555,P29376,Q8IZP0,LTK,ABI1,pred
2556,P29376,Q13873,LTK,BMPR2,pred
2557,P29376,Q06418,LTK,TYRO3,pred
2558,P29376,Q99748,LTK,NRTN,pred
2559,P29376,Q16829,LTK,DUSP7,exp
2560,P29376,Q96L34,LTK,MARK4,pred
2561,P29376,P35568,LTK,IRS1,pred
2562,P29376,Q8IV63,LTK,VRK3,pred
2563,P29376,P55345,LTK,PRMT2,pred
2564,P29376,Q05513,LTK,PRKCZ,pred
2565,P29376,Q9H3Y6,LTK,SRMS,pred
2566,P29376,Q9Y5S2,LTK,CDC42BPB,pred
2567,P29376,Q02763,LTK,TEK,pred
2568,P29376,Q6UXT8,LTK,ALKAL1,exp
2569,P29376,P62993,LTK,GRB2,exp;pred
2570,P29376,Q01974,LTK,ROR2,pred
2571,P29376,Q01973,LTK,ROR1,pred
2572,P29376,P56945,LTK,BCAR1,pred
2573,P29376,P49760,LTK,CLK2,pred
2574,P29376,Q15375,LTK,EPHA7,pred
2575,P29376,Q04912,LTK,MST1R,pred
2576,P29376,Q16828,LTK,DUSP6,exp
2577,P29376,Q03135,LTK,CAV1,pred
2578,P29376,Q13480,LTK,GAB1,pred
2579,P29376,P36888,LTK,FLT3,pred
2580,P29376,Q9UPX8,LTK,SHANK2,pred
2581,P29376,P61981,LTK,YWHAG,pred
