"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P21580","P61088","TNFAIP3","UBE2N","exp;pred"
"P21580","P49407","TNFAIP3","ARRB1","pred"
"P21580","Q99558","TNFAIP3","MAP3K14","pred"
"P21580","Q92734","TNFAIP3","TFG","pred"
"P21580","Q96LW7","TNFAIP3","CARD19","pred"
"P21580","Q9BWW4","TNFAIP3","SSBP3","ortho"
"P21580","P30304","TNFAIP3","CDC25A","pred"
"P21580","Q5H9R7","TNFAIP3","PPP6R3","exp"
"P21580","Q13077","TNFAIP3","TRAF1","exp;pred"
"P21580","Q96FA3","TNFAIP3","PELI1","pred"
"P21580","Q96EP0","TNFAIP3","RNF31","exp"
"P21580","Q9C040","TNFAIP3","TRIM2","exp"
"P21580","Q15306","TNFAIP3","IRF4","pred"
"P21580","Q9BUZ4","TNFAIP3","TRAF4","pred"
"P21580","Q00536","TNFAIP3","CDK16","pred"
"P21580","Q99836","TNFAIP3","MYD88","pred"
"P21580","P35579","TNFAIP3","MYH9","pred"
"P21580","Q9UJ41","TNFAIP3","RABGEF1","pred"
"P21580","Q13568","TNFAIP3","IRF5","pred"
"P21580","Q01201","TNFAIP3","RELB","pred"
"P21580","Q07108","TNFAIP3","CD69","pred"
"P21580","Q13158","TNFAIP3","FADD","exp;pred"
"P21580","P61077","TNFAIP3","UBE2D3","ortho;pred"
"P21580","Q92974","TNFAIP3","ARHGEF2","pred"
"P21580","P34931","TNFAIP3","HSPA1L","pred"
"P21580","Q13546","TNFAIP3","RIPK1","exp;ortho;pred"
"P21580","Q9Y2A7","TNFAIP3","NCKAP1","pred"
"P21580","P46527","TNFAIP3","CDKN1B","pred"
"P21580","Q9Y2J2","TNFAIP3","EPB41L3","pred"
"P21580","Q9HAU4","TNFAIP3","SMURF2","pred"
"P21580","P63261","TNFAIP3","ACTG1","pred"
"P21580","Q08380","TNFAIP3","LGALS3BP","pred"
"P21580","Q16548","TNFAIP3","BCL2A1","pred"
"P21580","Q71U36","TNFAIP3","TUBA1A","pred"
"P21580","Q9H4L5","TNFAIP3","OSBPL3","pred"
"P21580","Q13489","TNFAIP3","BIRC3","exp;pred"
"P21580","P61073","TNFAIP3","CXCR4","pred"
"P21580","P30307","TNFAIP3","CDC25C","pred"
"P21580","Q5JXB2","TNFAIP3","UBE2NL","pred"
"P21580","Q92574","TNFAIP3","TSC1","pred"
"P21580","Q8IVM0","TNFAIP3","CCDC50","exp;pred"
"P21580","Q13748","TNFAIP3","TUBA3C;TUBA3D","pred"
"P21580","Q13627","TNFAIP3","DYRK1A","pred"
"P21580","Q13501","TNFAIP3","SQSTM1","ortho;pred"
"P21580","P26842","TNFAIP3","CD27","pred"
"P21580","P50991","TNFAIP3","CCT4","pred"
"P21580","Q9P2J5","TNFAIP3","LARS","pred"
"P21580","P43234","TNFAIP3","CTSO","pred"
"P21580","Q99704","TNFAIP3","DOK1","pred"
"P21580","Q01638","TNFAIP3","IL1RL1","pred"
"P21580","Q96J02","TNFAIP3","ITCH","pred"
"P21580","Q15717","TNFAIP3","ELAVL1","exp"
"P21580","Q16543","TNFAIP3","CDC37","pred"
"P21580","Q15628","TNFAIP3","TRADD","pred"
"P21580","Q14457","TNFAIP3","BECN1","exp"
"P21580","Q9UK99","TNFAIP3","FBXO3","exp"
"P21580","P52732","TNFAIP3","KIF11","exp"
"P21580","Q14257","TNFAIP3","RCN2","pred"
"P21580","Q92956","TNFAIP3","TNFRSF14","pred"
"P21580","P40763","TNFAIP3","STAT3","pred"
"P21580","P51617","TNFAIP3","IRAK1","exp;pred"
"P21580","Q96GX9","TNFAIP3","APIP","pred"
"P21580","Q9ULP9","TNFAIP3","TBC1D24","exp"
"P21580","Q02246","TNFAIP3","CNTN2","pred"
"P21580","Q8N5C8","TNFAIP3","TAB3","pred"
"P21580","Q9C035","TNFAIP3","TRIM5","exp"
"P21580","Q6WCQ1","TNFAIP3","MPRIP","pred"
"P21580","P55209","TNFAIP3","NAP1L1","pred"
"P21580","Q8TEW0","TNFAIP3","PARD3","pred"
"P21580","P31947","TNFAIP3","SFN","pred"
"P21580","Q13671","TNFAIP3","RIN1","pred"
"P21580","P30291","TNFAIP3","WEE1","pred"
"P21580","Q02763","TNFAIP3","TEK","pred"
"P21580","Q12933","TNFAIP3","TRAF2","exp;ortho;pred"
"P21580","Q9UQ35","TNFAIP3","SRRM2","pred"
"P21580","Q96NE9","TNFAIP3","FRMD6","pred"
"P21580","Q9BYM8","TNFAIP3","RBCK1","exp"
"P21580","Q92934","TNFAIP3","BAD","pred"
"P21580","Q9UL19","TNFAIP3","RARRES3","exp"
"P21580","Q9NYJ8","TNFAIP3","TAB2","pred"
"P21580","P62829","TNFAIP3","RPL23","pred"
"P21580","Q99459","TNFAIP3","CDC5L","pred"
"P21580","Q07343","TNFAIP3","PDE4B","pred"
"P21580","Q9H6S1","TNFAIP3","AZI2","pred"
"P21580","Q9P0K7","TNFAIP3","RAI14","pred"
"P21580","P78527","TNFAIP3","PRKDC","pred"
"P21580","Q9BWF2","TNFAIP3","TRAIP","pred"
"P21580","P31946","TNFAIP3","YWHAB","exp;pred"
"P21580","Q9Y2X8","TNFAIP3","UBE2D4","pred"
"P21580","Q9Y572","TNFAIP3","RIPK3","pred"
"P21580","Q9BZR9","TNFAIP3","TRIM8","exp"
"P21580","Q9UDY8","TNFAIP3","MALT1","exp;pred"
"P21580","P61626","TNFAIP3","LYZ","pred"
"P21580","P81877","TNFAIP3","SSBP2","ortho"
"P21580","P25445","TNFAIP3","FAS","pred"
"P21580","Q9Y6Q6","TNFAIP3","TNFRSF11A","pred"
"P21580","P49796","TNFAIP3","RGS3","pred"
"P21580","Q92793","TNFAIP3","CREBBP","pred"
"P21580","Q96CG3","TNFAIP3","TIFA","pred"
"P21580","P36406","TNFAIP3","TRIM23","exp"
"P21580","Q14653","TNFAIP3","IRF3","pred"
"P21580","P30154","TNFAIP3","PPP2R1B","exp"
"P21580","Q9UDY2","TNFAIP3","TJP2","pred"
"P21580","P23378","TNFAIP3","GLDC","exp"
"P21580","Q00653","TNFAIP3","NFKB2","exp;pred"
"P21580","Q9UK53","TNFAIP3","ING1","pred"
"P21580","Q9Y3P4","TNFAIP3","RHBDD3","ortho"
"P21580","P46940","TNFAIP3","IQGAP1","pred"
"P21580","Q9Y508","TNFAIP3","RNF114","exp"
"P21580","Q9NVW2","TNFAIP3","RLIM","exp"
"P21580","Q86W92","TNFAIP3","PPFIBP1","pred"
"P21580","P41743","TNFAIP3","PRKCI","pred"
"P21580","P38646","TNFAIP3","HSPA9","pred"
"P21580","P25963","TNFAIP3","NFKBIA","pred"
"P21580","P29466","TNFAIP3","CASP1","ortho;pred"
"P21580","Q96BJ3","TNFAIP3","AIDA","exp"
"P21580","Q9Y5U5","TNFAIP3","TNFRSF18","pred"
"P21580","P62258","TNFAIP3","YWHAE","exp;pred"
"P21580","Q15831","TNFAIP3","STK11","pred"
"P21580","Q8TBX8","TNFAIP3","PIP4K2C","pred"
"P21580","Q15653","TNFAIP3","NFKBIB","pred"
"P21580","Q9UBS8","TNFAIP3","RNF14","exp"
"P21580","Q13601","TNFAIP3","KRR1","exp"
"P21580","Q9UBU9","TNFAIP3","NXF1","exp"
"P21580","Q96L34","TNFAIP3","MARK4","pred"
"P21580","P41279","TNFAIP3","MAP3K8","pred"
"P21580","P23528","TNFAIP3","CFL1","pred"
"P21580","Q04864","TNFAIP3","REL","pred"
"P21580","Q9UGI0","TNFAIP3","ZRANB1","pred"
"P21580","Q96A37","TNFAIP3","RNF166","exp"
"P21580","Q99942","TNFAIP3","RNF5","exp"
"P21580","Q86X27","TNFAIP3","RALGPS2","pred"
"P21580","Q7Z401","TNFAIP3","DENND4A","pred"
"P21580","Q12778","TNFAIP3","FOXO1","pred"
"P21580","P62249","TNFAIP3","RPS16","pred"
"P21580","Q8IUC6","TNFAIP3","TICAM1","exp;pred"
"P21580","Q9HC77","TNFAIP3","CENPJ","pred"
"P21580","P32121","TNFAIP3","ARRB2","pred"
"P21580","Q02241","TNFAIP3","KIF23","pred"
"P21580","Q9HC29","TNFAIP3","NOD2","exp"
"P21580","Q9UKV3","TNFAIP3","ACIN1","pred"
"P21580","P62913","TNFAIP3","RPL11","pred"
"P21580","Q8N163","TNFAIP3","CCAR2","pred"
"P21580","Q6ZTN6","TNFAIP3","ANKRD13D","exp"
"P21580","P48729","TNFAIP3","CSNK1A1","pred"
"P21580","P55040","TNFAIP3","GEM","pred"
"P21580","P54253","TNFAIP3","ATXN1","pred"
"P21580","Q14119","TNFAIP3","VEZF1","pred"
"P21580","Q5PRF9","TNFAIP3","SAMD4B","pred"
"P21580","Q96G74","TNFAIP3","OTUD5","exp"
"P21580","Q9BXL7","TNFAIP3","CARD11","pred"
"P21580","Q9BVA1","TNFAIP3","TUBB2B","pred"
"P21580","Q9H4A3","TNFAIP3","WNK1","exp;pred"
"P21580","Q86X29","TNFAIP3","LSR","pred"
"P21580","Q9UBF8","TNFAIP3","PI4KB","pred"
"P21580","P36941","TNFAIP3","LTBR","pred"
"P21580","Q3ZCQ8","TNFAIP3","TIMM50","pred"
"P21580","Q9Y6Q9","TNFAIP3","NCOA3","pred"
"P21580","Q8IUQ4","TNFAIP3","SIAH1","pred"
"P21580","Q7KZI7","TNFAIP3","MARK2","pred"
"P21580","Q16625","TNFAIP3","OCLN","exp"
"P21580","P31689","TNFAIP3","DNAJA1","pred"
"P21580","Q9Y6K9","TNFAIP3","IKBKG","exp;ortho;pred"
"P21580","P26651","TNFAIP3","ZFP36","pred"
"P21580","Q05513","TNFAIP3","PRKCZ","pred"
"P21580","Q05639","TNFAIP3","EEF1A2","pred"
"P21580","Q8TEL6","TNFAIP3","TRPC4AP","pred"
"P21580","Q9H0B6","TNFAIP3","KLC2","pred"
"P21580","P63104","TNFAIP3","YWHAZ","exp;pred"
"P21580","Q9UHD2","TNFAIP3","TBK1","exp;pred"
"P21580","Q96PU5","TNFAIP3","NEDD4L","exp"
"P21580","Q96BH1","TNFAIP3","RNF25","pred"
"P21580","Q9BWT7","TNFAIP3","CARD10","pred"
"P21580","Q00839","TNFAIP3","HNRNPU","pred"
"P21580","P61981","TNFAIP3","YWHAG","exp;pred"
"P21580","Q9Y4H2","TNFAIP3","IRS2","pred"
"P21580","Q03169","TNFAIP3","TNFAIP2","pred"
"P21580","P25705","TNFAIP3","ATP5A1","pred"
"P21580","Q14566","TNFAIP3","MCM6","exp"
"P21580","Q8WXI2","TNFAIP3","CNKSR2","exp"
"P21580","Q9Y4X5","TNFAIP3","ARIH1","exp"
"P21580","Q9Y3C5","TNFAIP3","RNF11","exp;ortho;pred"
"P21580","P42224","TNFAIP3","STAT1","pred"
"P21580","Q96B36","TNFAIP3","AKT1S1","pred"
"P21580","P46934","TNFAIP3","NEDD4","pred"
"P21580","Q13571","TNFAIP3","LAPTM5","exp"
"P21580","Q00610","TNFAIP3","CLTC","pred"
"P21580","Q07021","TNFAIP3","C1QBP","pred"
"P21580","Q14161","TNFAIP3","GIT2","exp"
"P21580","P62987","TNFAIP3","UBA52","exp"
"P21580","Q13049","TNFAIP3","TRIM32","pred"
"P21580","Q92851","TNFAIP3","CASP10","pred"
"P21580","Q92985","TNFAIP3","IRF7","exp;pred"
"P21580","P27708","TNFAIP3","CAD","pred"
"P21580","P21580","TNFAIP3","TNFAIP3","exp;ortho"
"P21580","Q8TE49","TNFAIP3","OTUD7A","pred"
"P21580","Q86VP1","TNFAIP3","TAX1BP1","exp;ortho;pred"
"P21580","Q15287","TNFAIP3","RNPS1","pred"
"P21580","P43489","TNFAIP3","TNFRSF4","pred"
"P21580","Q5T1R4","TNFAIP3","HIVEP3","pred"
"P21580","P42704","TNFAIP3","LRPPRC","pred"
"P21580","P27448","TNFAIP3","MARK3","pred"
"P21580","P25942","TNFAIP3","CD40","pred"
"P21580","Q9P0K1","TNFAIP3","ADAM22","pred"
"P21580","P62837","TNFAIP3","UBE2D2","pred"
"P21580","P50990","TNFAIP3","CCT8","pred"
"P21580","Q15233","TNFAIP3","NONO","pred"
"P21580","Q96M61","TNFAIP3","MAGEB18","pred"
"P21580","P55196","TNFAIP3","AFDN","pred"
"P21580","P46782","TNFAIP3","RPS5","pred"
"P21580","Q96B67","TNFAIP3","ARRDC3","exp"
"P21580","Q6PKG0","TNFAIP3","LARP1","pred"
"P21580","P62263","TNFAIP3","RPS14","pred"
"P21580","Q13490","TNFAIP3","BIRC2","exp;pred"
"P21580","Q13094","TNFAIP3","LCP2","pred"
"P21580","P56192","TNFAIP3","MARS","pred"
"P21580","P42345","TNFAIP3","MTOR","exp"
"P21580","Q96CV9","TNFAIP3","OPTN","pred"
"P21580","Q00537","TNFAIP3","CDK17","pred"
"P21580","Q92844","TNFAIP3","TANK","pred"
"P21580","P32927","TNFAIP3","CSF2RB","pred"
"P21580","Q53ET0","TNFAIP3","CRTC2","pred"
"P21580","Q96SB4","TNFAIP3","SRPK1","pred"
"P21580","Q14978","TNFAIP3","NOLC1","pred"
"P21580","Q8N3F8","TNFAIP3","MICALL1","pred"
"P21580","Q96F86","TNFAIP3","EDC3","pred"
"P21580","P49815","TNFAIP3","TSC2","pred"
"P21580","P46937","TNFAIP3","YAP1","pred"
"P21580","P52907","TNFAIP3","CAPZA1","pred"
"P21675","Q13546","TAF1","RIPK1","pred"
"P21709","P29376","EPHA1","LTK","pred"
"P21802","P29376","FGFR2","LTK","pred"
"P21802","Q9Y2R2","FGFR2","PTPN22","pred"
"P21854","P31994","CD72","FCGR2B","pred"
"P21860","P29376","ERBB3","LTK","pred"
"P21860","P31994","ERBB3","FCGR2B","pred"
"P21860","Q14765","ERBB3","STAT4","pred"
"P21860","Q9Y2R2","ERBB3","PTPN22","pred"
"P21918","P24855","DRD5","DNASE1","pred"
"P22102","Q9Y2R2","GART","PTPN22","pred"
"P22301","Q13568","IL10","IRF5","exp"
"P22455","P29376","FGFR4","LTK","pred"
"P22455","Q13546","FGFR4","RIPK1","pred"
"P22455","Q14765","FGFR4","STAT4","pred"
"P22607","P29376","FGFR3","LTK","pred"
"P22607","Q13546","FGFR3","RIPK1","pred"
"P22607","Q14765","FGFR3","STAT4","pred"
"P22612","Q13546","PRKACG","RIPK1","pred"
"P22681","P29376","CBL","LTK","exp;pred"
"P22681","P31994","CBL","FCGR2B","pred"
"P22681","Q9Y2R2","CBL","PTPN22","exp;pred"
"P23246","Q13546","SFPQ","RIPK1","pred"
"P23284","Q13568","PPIB","IRF5","pred"
"P23368","Q9Y2R2","ME2","PTPN22","pred"
"P23396","Q13546","RPS3","RIPK1","pred"
"P23458","P29376","JAK1","LTK","pred"
"P23458","P31994","JAK1","FCGR2B","pred"
"P23458","Q13546","JAK1","RIPK1","pred"
"P23458","Q14765","JAK1","STAT4","pred"
"P23458","Q9Y2R2","JAK1","PTPN22","pred"
"P23467","Q9Y2R2","PTPRB","PTPN22","pred"
"P23468","Q9Y2R2","PTPRD","PTPN22","pred"
"P23469","Q9Y2R2","PTPRE","PTPN22","pred"
"P23470","Q9Y2R2","PTPRG","PTPN22","pred"
"P23471","Q9Y2R2","PTPRZ1","PTPN22","pred"
"P23497","Q13546","SP100","RIPK1","pred"
"P23510","P25942","TNFSF4","CD40","pred"
"P23510","P23510","TNFSF4","TNFSF4","ortho"
"P23510","Q9UDY8","TNFSF4","MALT1","pred"
"P23510","Q13077","TNFSF4","TRAF1","pred"
"P23510","P49767","TNFSF4","VEGFC","pred"
"P23510","Q9NS68","TNFSF4","TNFRSF19","pred"
"P23510","Q9Y5U5","TNFSF4","TNFRSF18","pred"
"P23510","Q13114","TNFSF4","TRAF3","pred"
"P23510","Q13201","TNFSF4","MMRN1","pred"
"P23510","P25067","TNFSF4","COL8A2","pred"
"P23510","Q12933","TNFSF4","TRAF2","exp;pred"
"P23510","P26842","TNFSF4","CD27","pred"
"P23510","P78552","TNFSF4","IL13RA1","pred"
"P23510","Q96RJ3","TNFSF4","TNFRSF13C","pred"
"P23510","Q9Y6Q6","TNFSF4","TNFRSF11A","pred"
"P23510","Q9BY67","TNFSF4","CADM1","pred"
"P23510","P50591","TNFSF4","TNFSF10","pred"
"P23510","Q9Y275","TNFSF4","TNFSF13B","pred"
"P23510","Q6UWB1","TNFSF4","IL27RA","pred"
"P23510","P29965","TNFSF4","CD40LG","pred"
"P23510","Q92692","TNFSF4","NECTIN2","pred"
"P23510","P43489","TNFSF4","TNFRSF4","exp;ortho;pred"
"P23510","Q15848","TNFSF4","ADIPOQ","pred"
"P23510","P25445","TNFSF4","FAS","pred"
"P23510","Q92956","TNFSF4","TNFRSF14","pred"
"P23510","Q06643","TNFSF4","LTB","pred"
"P23510","P48023","TNFSF4","FASLG","pred"
"P23510","Q92838","TNFSF4","EDA","pred"
"P23510","P28908","TNFSF4","TNFRSF8","pred"
"P23528","P24855","CFL1","DNASE1","pred"
"P23975","P24855","SLC6A2","DNASE1","pred"
"P24071","P31994","FCAR","FCGR2B","pred"
"P24385","Q13546","CCND1","RIPK1","pred"
"P24723","Q13546","PRKCH","RIPK1","pred"
"P24855","Q01523","DNASE1","DEFA5","pred"
"P24855","Q9Y613","DNASE1","FHOD1","pred"
"P24855","Q8TC59","DNASE1","PIWIL2","pred"
"P24855","Q9H2B4","DNASE1","SLC26A1","pred"
"P24855","Q9Y6H8","DNASE1","GJA3","pred"
"P24855","Q86TH1","DNASE1","ADAMTSL2","pred"
"P24855","Q14258","DNASE1","TRIM25","exp"
"P24855","Q9Y6F9","DNASE1","WNT6","pred"
"P24855","P62328","DNASE1","TMSB4X","pred"
"P24855","Q14019","DNASE1","COTL1","pred"
"P24855","Q05586","DNASE1","GRIN1","pred"
"P24855","P55017","DNASE1","SLC12A3","pred"
"P24855","Q9Y2P0","DNASE1","ZNF835","pred"
"P24855","P47898","DNASE1","HTR5A","pred"
"P24855","Q05996","DNASE1","ZP2","pred"
"P24855","Q13609","DNASE1","DNASE1L3","pred"
"P24855","Q02156","DNASE1","PRKCE","pred"
"P24855","Q96M96","DNASE1","FGD4","pred"
"P24855","P62736","DNASE1","ACTA2","exp"
"P24855","Q99884","DNASE1","SLC6A7","pred"
"P24855","P51582","DNASE1","P2RY4","pred"
"P24855","Q15759","DNASE1","MAPK11","pred"
"P24855","P68133","DNASE1","ACTA1","exp;pred"
"P24855","Q9Y226","DNASE1","SLC22A13","pred"
"P24855","Q9UHP3","DNASE1","USP25","pred"
"P24855","Q92874","DNASE1","DNASE1L2","pred"
"P24855","Q9UK39","DNASE1","NOCT","pred"
"P24855","Q9UKR3","DNASE1","KLK13","pred"
"P24855","P60709","DNASE1","ACTB","exp"
"P24855","Q9HAS3","DNASE1","SLC28A3","pred"
"P24855","Q9GZZ7","DNASE1","GFRA4","pred"
"P24855","Q5T442","DNASE1","GJC2","pred"
"P24855","Q13387","DNASE1","MAPK8IP2","pred"
"P24855","Q9HBY0","DNASE1","NOX3","pred"
"P24855","Q96CA5","DNASE1","BIRC7","pred"
"P24855","Q16625","DNASE1","OCLN","pred"
"P24855","Q92485","DNASE1","SMPDL3B","pred"
"P24855","P26998","DNASE1","CRYBB3","pred"
"P24855","Q13813","DNASE1","SPTAN1","pred"
"P24855","Q01524","DNASE1","DEFA6","pred"
"P24855","Q02779","DNASE1","MAP3K10","pred"
"P24855","Q9HBB8","DNASE1","CDHR5","pred"
"P24855","Q9C019","DNASE1","TRIM15","pred"
"P24855","P63261","DNASE1","ACTG1","exp;pred"
"P24855","Q9NQV8","DNASE1","PRDM8","pred"
"P24855","P51911","DNASE1","CNN1","pred"
"P24855","Q9NRD5","DNASE1","PICK1","pred"
"P24855","Q16613","DNASE1","AANAT","pred"
"P24855","P49184","DNASE1","DNASE1L1","pred"
"P24855","Q9HCX4","DNASE1","TRPC7","pred"
"P24855","Q9NQ94","DNASE1","A1CF","pred"
"P24855","Q9BQ50","DNASE1","TREX2","pred"
"P24855","Q9GZX7","DNASE1","AICDA","ortho"
"P24941","Q13546","CDK2","RIPK1","pred"
"P25098","P29376","GRK2","LTK","pred"
"P25445","Q13546","FAS","RIPK1","exp;pred"
"P25685","Q13546","DNAJB1","RIPK1","pred"
"P25705","Q13546","ATP5A1","RIPK1","pred"
"P25786","Q13546","PSMA1","RIPK1","pred"
"P25942","Q13546","CD40","RIPK1","pred"
"P25942","Q9Y2R2","CD40","PTPN22","pred"
"P25963","Q13546","NFKBIA","RIPK1","pred"
"P25963","Q13568","NFKBIA","IRF5","pred"
"P26045","Q9Y2R2","PTPN3","PTPN22","pred"
"P26447","Q13546","S100A4","RIPK1","pred"
"P26447","Q14765","S100A4","STAT4","exp"
"P26583","Q13546","HMGB2","RIPK1","pred"
"P26640","Q13546","VARS","RIPK1","pred"
"P26842","Q13546","CD27","RIPK1","pred"
"P26842","Q14765","CD27","STAT4","pred"
"P27037","P29376","ACVR2A","LTK","pred"
"P27037","Q13546","ACVR2A","RIPK1","pred"
"P27348","Q13546","YWHAQ","RIPK1","pred"
"P27348","Q8NDB2","YWHAQ","BANK1","exp"
"P27361","P31994","MAPK3","FCGR2B","exp"
"P27361","Q13546","MAPK3","RIPK1","pred"
"P27361","Q9Y2R2","MAPK3","PTPN22","pred"
"P27694","Q9NSU2","RPA1","TREX1","exp"
"P27695","Q9NSU2","APEX1","TREX1","pred"
"P27708","Q13546","CAD","RIPK1","exp;pred"
"P27797","Q9Y2R2","CALR","PTPN22","exp"
"P27824","Q13546","CANX","RIPK1","pred"
"P27986","P29376","PIK3R1","LTK","exp;pred"
"P27986","P31994","PIK3R1","FCGR2B","pred"
"P27986","Q9Y2R2","PIK3R1","PTPN22","pred"
"P28068","P31994","HLA-DMB","FCGR2B","pred"
"P28482","P31994","MAPK1","FCGR2B","exp"
"P28482","Q13546","MAPK1","RIPK1","pred"
"P28482","Q9Y2R2","MAPK1","PTPN22","pred"
"P28562","Q13546","DUSP1","RIPK1","pred"
"P28562","Q9Y2R2","DUSP1","PTPN22","pred"
"P28749","Q13546","RBL1","RIPK1","pred"
"P28827","Q9Y2R2","PTPRM","PTPN22","pred"
"P28908","Q13546","TNFRSF8","RIPK1","pred"
"P29074","Q9Y2R2","PTPN4","PTPN22","pred"
"P29274","Q13546","ADORA2A","RIPK1","pred"
"P29317","P29376","EPHA2","LTK","pred"
"P29317","Q13546","EPHA2","RIPK1","pred"
"P29320","P29376","EPHA3","LTK","pred"
"P29320","Q13546","EPHA3","RIPK1","pred"
"P29322","P29376","EPHA8","LTK","pred"
"P29323","P29376","EPHB2","LTK","pred"
"P29323","Q13546","EPHB2","RIPK1","pred"
"P29350","P29376","PTPN6","LTK","pred"
"P29350","P31994","PTPN6","FCGR2B","exp;pred"
"P29350","Q13568","PTPN6","IRF5","pred"
"P29350","Q14765","PTPN6","STAT4","pred"
"P29350","Q15116","PTPN6","PDCD1","exp"
"P29350","Q9Y2R2","PTPN6","PTPN22","pred"
"P29353","P29376","SHC1","LTK","exp;pred"
"P29353","P31994","SHC1","FCGR2B","exp;pred"
"P29353","Q13546","SHC1","RIPK1","pred"
"P29353","Q9Y2R2","SHC1","PTPN22","pred"
"P29376","Q13588","LTK","GRAP","pred"
"P29376","P42684","LTK","ABL2","pred"
"P29376","Q8IWU2","LTK","LMTK2","pred"
"P29376","Q16584","LTK","MAP3K11","pred"
"P29376","Q08345","LTK","DDR1","pred"
"P29376","Q5VST9","LTK","OBSCN","pred"
"P29376","Q8IZP0","LTK","ABI1","pred"
"P29376","Q13873","LTK","BMPR2","pred"
"P29376","Q06418","LTK","TYRO3","pred"
"P29376","Q99748","LTK","NRTN","pred"
"P29376","Q16829","LTK","DUSP7","exp"
"P29376","Q96L34","LTK","MARK4","pred"
"P29376","P35568","LTK","IRS1","pred"
"P29376","Q8IV63","LTK","VRK3","pred"
"P29376","P55345","LTK","PRMT2","pred"
"P29376","Q05513","LTK","PRKCZ","pred"
"P29376","Q9H3Y6","LTK","SRMS","pred"
"P29376","Q9Y5S2","LTK","CDC42BPB","pred"
"P29376","Q02763","LTK","TEK","pred"
"P29376","Q6UXT8","LTK","ALKAL1","exp"
"P29376","P62993","LTK","GRB2","exp;pred"
"P29376","Q01974","LTK","ROR2","pred"
"P29376","Q01973","LTK","ROR1","pred"
"P29376","P56945","LTK","BCAR1","pred"
"P29376","P49760","LTK","CLK2","pred"
"P29376","Q15375","LTK","EPHA7","pred"
"P29376","Q04912","LTK","MST1R","pred"
"P29376","Q16828","LTK","DUSP6","exp"
"P29376","Q03135","LTK","CAV1","pred"
"P29376","Q13480","LTK","GAB1","pred"
"P29376","P36888","LTK","FLT3","pred"
"P29376","Q9UPX8","LTK","SHANK2","pred"
"P29376","P61981","LTK","YWHAG","pred"
"P29376","P51451","LTK","BLK","pred"
"P29376","Q13233","LTK","MAP3K1","pred"
"P29376","Q8N5S9","LTK","CAMKK1","pred"
"P29376","P32298","LTK","GRK4","pred"
"P29376","P34947","LTK","GRK5","pred"
"P29376","Q13705","LTK","ACVR2B","pred"
"P29376","P54760","LTK","EPHB4","pred"
"P29376","Q07912","LTK","TNK2","exp;pred"
"P29376","P49759","LTK","CLK1","pred"
"P29376","P42679","LTK","MATK","pred"
"P29376","Q9Y4H2","LTK","IRS2","pred"
"P29376","P46108","LTK","CRK","pred"
"P29376","Q13191","LTK","CBLB","pred"
"P29376","Q5JZY3","LTK","EPHA10","pred"
"P29376","Q13368","LTK","MPP3","pred"
"P29376","Q92918","LTK","MAP4K1","pred"
"P29376","P35626","LTK","GRK3","pred"
"P29376","Q16620","LTK","NTRK2","pred"
"P29376","P43405","LTK","SYK","pred"
"P29376","Q9UQM7","LTK","CAMK2A","pred"
"P29376","Q9UQC2","LTK","GAB2","pred"
"P29376","Q99704","LTK","DOK1","pred"
"P29376","Q7KZI7","LTK","MARK2","pred"
"P29376","Q9NZQ3","LTK","NCKIPSD","pred"
"P29376","Q15303","LTK","ERBB4","pred"
"P29376","Q06187","LTK","BTK","pred"
"P29376","Q16832","LTK","DDR2","pred"
"P29376","Q13554","LTK","CAMK2B","pred"
"P29376","P54756","LTK","EPHA5","pred"
"P29376","Q9H0K1","LTK","SIK2","pred"
"P29376","Q9Y2H9","LTK","MAST1","pred"
"P29376","Q08881","LTK","ITK","pred"
"P29376","Q14416","LTK","GRM2","pred"
"P29376","Q8NER5","LTK","ACVR1C","pred"
"P29376","Q5VT25","LTK","CDC42BPA","pred"
"P29376","P42338","LTK","PIK3CB","pred"
"P29376","Q969H4","LTK","CNKSR1","pred"
"P29376","Q13555","LTK","CAMK2G","pred"
"P29376","P51692","LTK","STAT5B","pred"
"P29376","P42336","LTK","PIK3CA","pred"
"P29376","Q13772","LTK","NCOA4","pred"
"P29376","Q07666","LTK","KHDRBS1","pred"
"P29376","P42680","LTK","TEC","pred"
"P29376","P29597","LTK","TYK2","pred"
"P29376","Q6PIZ9","LTK","TRAT1","pred"
"P29376","P42229","LTK","STAT5A","pred"
"P29376","Q05397","LTK","PTK2","pred"
"P29376","Q13202","LTK","DUSP8","exp"
"P29376","Q9UM73","LTK","ALK","exp;pred"
"P29376","P37173","LTK","TGFBR2","pred"
"P29376","Q96PF2","LTK","TSSK2","pred"
"P29376","Q9H1D0","LTK","TRPV6","pred"
"P29376","P35590","LTK","TIE1","pred"
"P29376","P80192","LTK","MAP3K9","pred"
"P29376","P42681","LTK","TXK","pred"
"P29376","Q16671","LTK","AMHR2","pred"
"P29376","Q16288","LTK","NTRK3","pred"
"P29376","Q13470","LTK","TNK1","pred"
"P29376","P52333","LTK","JAK3","pred"
"P29376","P42685","LTK","FRK","pred"
"P29376","Q9BXM7","LTK","PINK1","pred"
"P29376","Q8WZ42","LTK","TTN","pred"
"P29376","Q8NCE2","LTK","MTMR14","exp"
"P29376","Q9UPY6","LTK","WASF3","pred"
"P29376","P54762","LTK","EPHB1","pred"
